time,count,Vout
05:29:43,128,482
14:33:12,128,476
15:17:44,128,484
15:22:43,128,484
15:58:48,128,487
16:36:16,128,486
16:55:50,128,488
20:10:08,128,481
21:04:39,128,488
21:49:01,128,491
22:01:59,128,492
22:25:39,128,515


